id	filename	md5	size	state
2aa54cd5-1bbf-4961-880a-49a7f1656f5e	TCGA-EE-A3AB-01Z-00-DX1.68728071-FC84-400C-8F34-0F28CC1178C0.svs		1094339611	
4617186f-bce7-48c1-b9b7-94477785bf87	TCGA-EE-A2GN-01Z-00-DX1.CC2B5420-6636-4CC3-AD84-AE8B2751675D.svs		1257472419	
b8284d42-f785-4c58-a94e-252f3dc0eafb	TCGA-W3-AA1Q-01Z-00-DX1.EC1690AB-35AD-47EE-BD1C-8C6C56715B75.svs		1096854711	
7e966eae-698b-46a8-953d-253dca4eb6ef	TCGA-EE-A20I-01Z-00-DX1.336799A6-898B-43C5-A29A-72F4F6AF4A27.svs		1267667279	
9e02c467-0e19-455c-8de5-14f537a27157	TCGA-D3-A8GI-06Z-00-DX1.CF5E4553-D092-40DD-A610-A1879563C4AC.svs		1097410920	
55a00447-f8c6-488a-9e2c-c5896b3abb47	TCGA-EE-A29N-01Z-00-DX1.9842217A-23B9-40CA-91CE-D83F8DFD7A0B.svs		1309295645	
3d3794ec-04ba-4ce4-8c63-e09dee4f597f	TCGA-D3-A8GO-06Z-00-DX1.357CD90F-23D3-45BB-BA13-DCF5AED677C1.svs		1129597622	
dfc01f71-b199-434a-92c8-a34796925f78	TCGA-WE-A8K5-06Z-00-DX1.88DA18DD-8CB6-4214-97C8-CCE566619649.svs		1334142529	
b21a60a3-350e-48ea-ae3a-c46d4a11de13	TCGA-XV-A9W2-01Z-00-DX1.49675C94-0F98-4867-8C7E-398C2F41507E.svs		1149332325	
9565ea93-efd3-4543-8746-1d8318ad623f	TCGA-EE-A2GM-01Z-00-DX1.C12E719D-B25A-4A13-9DED-B5C7CEF3D8EC.svs		1341044821	
a67a2e91-e304-4ae0-8d2d-3034db36406f	TCGA-EB-A5VV-06Z-00-DX1.35151DAB-2548-46B3-BD1F-BF026DE31385.svs		1169215697	
8fa4102a-33e3-49c6-bee3-556b139a8c63	TCGA-D9-A3Z4-01Z-00-DX2.6EE916B0-7119-41CE-9754-37CD8E5CB1C2.svs		1376074519	
cceb3f07-ddbd-4227-af70-e8c29f6266e2	TCGA-D3-A3BZ-06Z-00-DX1.2033A0DE-6437-4444-A294-28556667DF35.svs		1197562380	
299f37fa-53d8-4346-8f9d-ff9d813d5840	TCGA-EE-A17Z-01Z-00-DX1.E7BB5E1F-8D10-410B-BC1F-86BADAC0E46B.svs		1386309197	
7e7e9be4-7785-4fcf-a0c3-84d51e926d6f	TCGA-D3-A8GC-06Z-00-DX1.F46C95E6-FF24-431F-9E86-1C29CE71524D.svs		1222076346	
d5d1ff9d-e82a-49d4-801d-92fabe61bf69	TCGA-D3-A8GJ-06Z-00-DX1.E4BCDD38-3A8B-4CBF-BE4F-918F56B4BAE7.svs		1394873948	
864bb722-cf23-40b4-9473-503e8b1436ab	TCGA-EB-A4OZ-01Z-00-DX1.1E6DD3CF-EEAB-4EA7-9386-2E0044EBEEC5.svs		1227209781	
fefe7d07-5aaf-4ecf-9d29-1e09982be801	TCGA-EE-A2ML-01Z-00-DX1.5AB5178E-7A4D-453D-929C-CB00C7D6868E.svs		1396648529	
dde1531a-79ac-4128-a959-52f98819e10c	TCGA-D3-A8GB-06Z-00-DX1.F5670C04-A846-4214-AE1A-9B75015F09A7.svs		1260460776	
361d8085-7374-4725-a6b2-6c6ea0a59b1e	TCGA-WE-A8ZM-06Z-00-DX1.07BB6E6F-6B7C-4924-B43D-D47ABD76C0BE.svs		1432410715	
9d37f3fd-dea0-4993-877e-cadfdcc8f2f9	TCGA-EE-A2MG-01Z-00-DX1.6C994F68-7326-40F7-BCE1-D77716962E9A.svs		1291048961	
87898bfc-86b3-4a1e-8c10-44f1f4ba6e2a	TCGA-EE-A2MJ-01Z-00-DX1.9D80E9EC-CDC4-4162-993E-4586A8E573A1.svs		1446064037	
70f3a255-94cc-4107-817c-333363f294ef	TCGA-D9-A149-01Z-00-DX1.D6073E77-0039-41F9-A1C7-F599188585B0.svs		1330898413	
2a2c6045-a63c-41e6-9d80-5fa1506d9196	TCGA-EE-A2MF-01Z-00-DX1.334F600B-994A-4C13-8AD0-6CA622A20230.svs		1449213873	
77faa8b3-949f-4164-a97d-e74b05cc21e7	TCGA-ER-A3PL-01Z-00-DX1.D8724F60-92DD-4727-943E-51C89E219813.svs		1367577181	
997a8a23-4571-4989-aa79-e94588adcd28	TCGA-EE-A17Y-06Z-00-DX1.0D310813-3A45-4B49-8338-8146F9760BE4.svs		1455624656	
d3607569-5a48-4762-9104-e629daa17963	TCGA-EB-A24C-01Z-00-DX1.C6E7D89C-885B-46B1-B8DE-C4CEE5992A4A.svs		1377091717	
c8eb9343-5b93-4aa1-b28d-afce3e3f450d	TCGA-EE-A3AD-01Z-00-DX1.43458789-DF9D-4CF4-8CE6-C6C4112B89D0.svs		1458064671	
0d50a9c1-a670-4f78-93da-6c9444c19bad	TCGA-ER-A1A1-06Z-00-DX1.CD88FBDD-AD5B-4063-8223-DDBA8A1F721B.svs		1389190508	
969cf1c6-52d1-4353-b712-68c1c5e0d051	TCGA-GN-A262-01Z-00-DX1.64FB584F-24C0-4311-A75F-365CD48D0CD6.svs		1458397197	
70a21c4f-f0e2-4bbc-a575-7ae4ed6f193a	TCGA-ER-A19L-01Z-00-DX1.1CA310C8-2C7A-4719-9D54-6F2098F43949.svs		1399195713	
04497640-0278-4b8d-9cb7-5366bf2c28ae	TCGA-EE-A184-01Z-00-DX1.66D44004-A355-42FA-A21B-2911C132B0CE.svs		1497844295	
6cfe2de0-bfbd-4be3-aef8-a74e471d7603	TCGA-RP-A6K9-01Z-00-DX1.4B236014-BF37-4DB1-89C8-3C598A0D489D.svs		1425348003	
c70600f8-b4f3-469a-b5c4-afdf999f0471	TCGA-ER-A19F-01Z-00-DX1.198F38A3-FF26-4A41-9E9A-0543D29FAD92.svs		1508520695	
f1b61d96-90be-4b7e-bace-16e8bd1f6c81	TCGA-EE-A2MI-01Z-00-DX1.1C56D0A7-3FA7-49A6-BBCA-0E6B7BFEA3B5.svs		1428711451	
dc806431-cc53-45f4-9651-1cc779764787	TCGA-OD-A75X-06Z-00-DX1.1632CB25-A6A8-4F5B-8D5E-E6F3CCF5C022.svs		1514125741	
dd5fab0a-adb5-4adf-a1f4-5c61f79b4372	TCGA-WE-A8K6-06Z-00-DX1.4729CA63-5901-4E06-A9C7-0EFA3551FC6A.svs		1432606643	
05faf4ad-49b3-42a4-8829-b3226c28164e	TCGA-WE-AAA3-06Z-00-DX1.4D21C5FD-48C6-4F90-9137-43AB726DB6BB.svs		1535312775	
e1afe61c-fc75-4927-b04d-0c60f80fa449	TCGA-W3-A828-06Z-00-DX1.1617E01C-D0E8-49F9-9FE1-5D912E9C024A.svs		1435146639	
87aab0f1-7dd1-4de8-85d9-324fcc2f87b9	TCGA-EE-A2GJ-01Z-00-DX1.8B3B8765-AA75-47E6-80F1-8638D484185C.svs		1545013891	
92d9d7e8-a3a4-4384-83fa-4cfb1153dd22	TCGA-GN-A26C-01Z-00-DX1.E6395A6B-21CA-4994-9F01-738B915ADFB8.svs		1461469999	
5a6f8c97-a469-4616-8b35-4d3a3d351c91	TCGA-EE-A2A2-01Z-00-DX1.D527C2E8-7AF4-484E-A0A5-1EB44EDAF00E.svs		1550634449	
